Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
XP_039302795,ref|XP_039302795.1| protein GVQW3-like [Solenopsis invicta],345,6,350,5,347,128
KAL0810873,gb|KAL0810873.1| hypothetical protein ABMA28_010177 [Loxostege sticticalis] >gb|KAL0832914.1| hypothetical protein ABMA28_001058 [Loxostege sticticalis] >gb|KAL0840635.1| hypothetical protein ABMA28_015834 [Loxostege sticticalis] >gb|KAL0852729.1| hypothetical protein ABMA27_012557 [Loxostege sticticalis] >gb|KAL0858451.1| hypothetical protein ABMA27_012324 [Loxostege sticticalis],347,5,351,3,349,139
KAH0812046,gb|KAH0812046.1| hypothetical protein GEV33_010746 [Tenebrio molitor],351,1,351,530,880,153
KAK7575531,gb|KAK7575531.1| hypothetical protein V9T40_011817 [Parthenolecanium corni],350,4,351,9,358,149
XP_037504875,ref|XP_037504875.1| protein GVQW3-like [Rhipicephalus sanguineus],349,3,350,2,346,136
XP_030588657,ref|XP_030588657.1| histone-lysine N-methyltransferase SETMAR-like [Archocentrus centrarchus],347,5,351,3,345,146
UYV60871,gb|UYV60871.1| hypothetical protein LAZ67_1002648 [Cordylochernes scorpioides],336,6,340,1,335,134
UYV60871,gb|UYV60871.1| hypothetical protein LAZ67_1002648 [Cordylochernes scorpioides],152,25,176,378,528,49
XP_048253896,ref|XP_048253896.1| histone-lysine N-methyltransferase SETMAR-like [Haliotis rufescens],342,5,346,3,344,133
KAJ4445317,gb|KAJ4445317.1| hypothetical protein ANN_07122 [Periplaneta americana],352,2,351,70,420,148
MEL7308488,gb|MEL7308488.1| transposase [Pseudomonadota bacterium],352,1,351,1,350,148
GFX31368,dbj|GFX31368.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],350,3,351,8,355,141
GFU57072,dbj|GFU57072.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],350,3,351,8,356,145
XP_026315162,ref|XP_026315162.1| histone-lysine N-methyltransferase SETMAR-like [Hyposmocoma kahamanoa],349,3,351,1,349,146
UYV68008,gb|UYV68008.1| hypothetical protein LAZ67_5002776 [Cordylochernes scorpioides],336,6,340,1,335,133
UYV68008,gb|UYV68008.1| hypothetical protein LAZ67_5002776 [Cordylochernes scorpioides],121,12,132,377,494,38
GFN99590,dbj|GFN99590.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],353,4,337,9,361,134
KAJ4449053,"gb|KAJ4449053.1| hypothetical protein ANN_00448, partial [Periplaneta americana]",350,2,349,752,1100,142
GFV46623,dbj|GFV46623.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],345,3,346,8,351,142
UYV78187,gb|UYV78187.1| hypothetical protein LAZ67_16000409 [Cordylochernes scorpioides],319,5,322,174,491,133
QQP49143,gb|QQP49143.1| Putative mariner transposase [Caligus rogercresseyi],349,3,351,1,348,149
APL98292,gb|APL98292.1| putative DD34D transposase [Bactrocera tryoni],346,6,350,5,346,129
XP_063384538,ref|XP_063384538.1| histone-lysine N-methyltransferase SETMAR-like [Cydia fagiglandana],347,5,351,10,356,141
KAL0831640,gb|KAL0831640.1| hypothetical protein ABMA28_002412 [Loxostege sticticalis],347,5,351,3,349,155
APL98290,gb|APL98290.1| putative DD34D transposase [Bactrocera tryoni],345,6,350,5,347,131
KAJ4449956,gb|KAJ4449956.1| hypothetical protein ANN_01363 [Periplaneta americana],352,2,351,86,436,142
CAI6347670,emb|CAI6347670.1| unnamed protein product [Macrosiphum euphorbiae] >emb|CAI6375629.1| unnamed protein product [Macrosiphum euphorbiae],345,7,350,6,349,137
CAI6368658,emb|CAI6368658.1| unnamed protein product [Macrosiphum euphorbiae],353,2,351,5,354,140
CAK1592430,emb|CAK1592430.1| unnamed protein product [Parnassius mnemosyne],349,3,351,1,349,153
KAF0745884,gb|KAF0745884.1| histone-lysine N-methyltransferase SETMAR-like [Aphis craccivora],350,1,350,1,348,129
KAL0859715,gb|KAL0859715.1| hypothetical protein ABMA27_010077 [Loxostege sticticalis],349,3,351,1,349,157
KAI8489502,gb|KAI8489502.1| hypothetical protein Bbelb_326690 [Branchiostoma belcheri],349,3,351,1,335,143
XP_025206449,ref|XP_025206449.1| protein GVQW3-like [Melanaphis sacchari],349,3,350,2,347,141
UYV77682,gb|UYV77682.1| hypothetical protein LAZ67_15001917 [Cordylochernes scorpioides],319,5,322,142,459,131
CAK1583557,emb|CAK1583557.1| unnamed protein product [Parnassius mnemosyne],314,38,351,1,314,145
XP_054714177,ref|XP_054714177.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
CAB3237265,emb|CAB3237265.1| unnamed protein product [Arctia plantaginis] >emb|CAB3248478.1| unnamed protein product [Arctia plantaginis],349,3,351,1,349,150
KAE9537871,gb|KAE9537871.1| hypothetical protein AGLY_005843 [Aphis glycines],333,8,339,7,338,139
CAF1081757,emb|CAF1081757.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1303654.1| unnamed protein product [Rotaria sp. Silwood1],352,1,351,1,352,144
XP_011174503,ref|XP_011174503.3| protein GVQW3-like [Solenopsis invicta],345,6,350,5,347,128
KAL0861344,gb|KAL0861344.1| hypothetical protein ABMA27_008897 [Loxostege sticticalis],349,3,351,1,349,156
PNF15743,gb|PNF15743.1| Mariner Mos1 transposase [Cryptotermes secundus],350,1,349,1,348,144
GFW34664,dbj|GFW34664.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,7,356,145
UYV71120,gb|UYV71120.1| hypothetical protein LAZ67_8001807 [Cordylochernes scorpioides],346,6,350,1,337,134
UYV71120,gb|UYV71120.1| hypothetical protein LAZ67_8001807 [Cordylochernes scorpioides],76,24,99,342,417,25
UYV61978,gb|UYV61978.1| hypothetical protein LAZ67_1007242 [Cordylochernes scorpioides],319,5,322,210,527,131
UYV61978,gb|UYV61978.1| hypothetical protein LAZ67_1007242 [Cordylochernes scorpioides],204,6,203,1,203,68
XP_054709332,ref|XP_054709332.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054713633.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054714656.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054717419.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054717558.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054720679.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus] >ref|XP_054720797.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
GFO48095,dbj|GFO48095.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],354,4,338,9,362,133
UYV80226,"gb|UYV80226.1| hypothetical protein LAZ67_18002085, partial [Cordylochernes scorpioides]",347,5,350,114,446,132
UYV80226,"gb|UYV80226.1| hypothetical protein LAZ67_18002085, partial [Cordylochernes scorpioides]",87,265,351,2,88,31
GFW83103,dbj|GFW83103.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],347,3,347,8,353,143
CAP20020,emb|CAP20020.1| transposase [Eriphia verrucosa],350,3,351,1,350,137
KAG8235389,gb|KAG8235389.1| hypothetical protein J437_LFUL009248 [Ladona fulva],351,2,351,7,356,140
XP_037505081,ref|XP_037505081.2| protein GVQW3-like [Rhipicephalus sanguineus],347,5,350,4,349,133
XP_039306743,ref|XP_039306743.1| protein GVQW3-like [Solenopsis invicta],345,6,350,5,347,127
XP_054724372,ref|XP_054724372.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
XP_054706939,ref|XP_054706939.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
UYV71458,gb|UYV71458.1| hypothetical protein LAZ67_8003324 [Cordylochernes scorpioides],352,1,351,239,588,146
UYV71458,gb|UYV71458.1| hypothetical protein LAZ67_8003324 [Cordylochernes scorpioides],160,70,229,5,162,43
UYV71458,gb|UYV71458.1| hypothetical protein LAZ67_8003324 [Cordylochernes scorpioides],45,284,328,116,160,18
XP_054709113,ref|XP_054709113.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
XP_013376018,ref|XP_013376018.1| PREDICTED: putative uncharacterized protein FLJ37770 [Chinchilla lanigera],347,5,351,3,348,138
VEN54141,emb|VEN54141.1| unnamed protein product [Callosobruchus maculatus],341,6,337,1,340,135
CAI6357430,emb|CAI6357430.1| unnamed protein product [Macrosiphum euphorbiae],353,2,351,5,354,140
XP_050547796,ref|XP_050547796.1| protein GVQW3-like [Daktulosphaira vitifoliae],333,6,337,1,328,133
GFT22489,dbj|GFT22489.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,63,412,143
GFO22660,dbj|GFO22660.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],353,4,337,9,361,133
GFV25216,dbj|GFV25216.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,38,387,138
GFN74201,dbj|GFN74201.1| von Willebrand factor d and egf domain-containing protein-like [Plakobranchus ocellatus],356,15,351,1,355,135
UYV67049,gb|UYV67049.1| hypothetical protein LAZ67_4003761 [Cordylochernes scorpioides],319,5,322,118,435,130
XP_054710222,ref|XP_054710222.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,129
UYV72295,"gb|UYV72295.1| hypothetical protein LAZ67_9002491, partial [Cordylochernes scorpioides]",351,1,350,271,619,130
UYV72295,"gb|UYV72295.1| hypothetical protein LAZ67_9002491, partial [Cordylochernes scorpioides]",280,28,300,1,279,115
XP_054711097,ref|XP_054711097.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,130
XP_035223588,ref|XP_035223588.1| histone-lysine N-methyltransferase SETMAR-like [Stegodyphus dumicola],351,2,351,7,356,139
XP_015432649,ref|XP_015432649.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Dufourea novaeangliae],348,5,351,3,350,147
XP_065677931,ref|XP_065677931.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris] >ref|XP_065677932.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris] >ref|XP_065677933.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],349,3,351,1,349,157
GFO37546,dbj|GFO37546.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],353,4,337,20,372,133
UYV60380,gb|UYV60380.1| hypothetical protein LAZ67_1001000 [Cordylochernes scorpioides],336,6,340,1,328,131
XP_011873175,ref|XP_011873175.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Vollenhovia emeryi],347,5,351,3,345,147
XP_013193376,ref|XP_013193376.2| histone-lysine N-methyltransferase SETMAR-like [Amyelois transitella],332,20,351,1,332,155
KFD67959,gb|KFD67959.1| hypothetical protein M514_01739 [Trichuris suis],345,5,349,8,352,145
XP_054713656,ref|XP_054713656.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,129
XP_018049874,ref|XP_018049874.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Atta colombica],349,3,351,1,347,154
XP_046677349,ref|XP_046677349.1| histone-lysine N-methyltransferase SETMAR-like [Homalodisca vitripennis],344,8,351,12,355,147
XP_054717594,ref|XP_054717594.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,129
XP_063387674,ref|XP_063387674.1| histone-lysine N-methyltransferase SETMAR-like [Cydia fagiglandana],349,3,351,1,346,141
XP_023210999,ref|XP_023210999.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus],349,3,351,1,349,149
XP_046396633,ref|XP_046396633.1| histone-lysine N-methyltransferase SETMAR-like [Ischnura elegans],345,6,350,5,347,135
XP_013197957,ref|XP_013197957.2| histone-lysine N-methyltransferase SETMAR-like [Amyelois transitella],332,20,351,1,332,156
CAI6376058,emb|CAI6376058.1| unnamed protein product [Macrosiphum euphorbiae],350,1,350,1,350,128
CAK1598806,emb|CAK1598806.1| unnamed protein product [Parnassius mnemosyne],349,3,351,1,349,140
CAG4978254,emb|CAG4978254.1| unnamed protein product [Colias eurytheme],349,3,351,1,343,144
KAF6364741,gb|KAF6364741.1| hypothetical protein mRhiFer1_009865 [Rhinolophus ferrumequinum],351,1,350,1,347,146
KAJ4433931,gb|KAJ4433931.1| hypothetical protein ANN_16250 [Periplaneta americana],344,2,343,7,349,142
KAF6209610,gb|KAF6209610.1| hypothetical protein GE061_015358 [Apolygus lucorum],355,1,351,1,355,143
GFS94851,dbj|GFS94851.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,102,451,142
UYV83425,gb|UYV83425.1| hypothetical protein LAZ67_23000967 [Cordylochernes scorpioides],335,6,339,1,334,135
UYV83425,gb|UYV83425.1| hypothetical protein LAZ67_23000967 [Cordylochernes scorpioides],219,139,350,320,523,76
MEE4247135,gb|MEE4247135.1| hypothetical protein [Kangiellaceae bacterium],350,3,351,1,350,140
XP_033783950,ref|XP_033783950.1| histone-lysine N-methyltransferase SETMAR-like [Geotrypetes seraphini],348,5,351,3,350,151
XP_054710652,ref|XP_054710652.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],349,1,349,1,349,129
UYV69131,gb|UYV69131.1| hypothetical protein LAZ67_6002522 [Cordylochernes scorpioides],335,6,339,1,334,130
UYV69131,gb|UYV69131.1| hypothetical protein LAZ67_6002522 [Cordylochernes scorpioides],337,15,350,425,760,134
APL98288,gb|APL98288.1| putative DD34D transposase [Bactrocera tryoni],347,5,350,4,349,124
CAH1268479,emb|CAH1268479.1| SETMAR [Branchiostoma lanceolatum],323,29,351,1,323,138
KAL1460741,gb|KAL1460741.1| hypothetical protein WDU94_012693 [Cyamophila willieti],334,18,351,3,336,152
GBP30668,dbj|GBP30668.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],339,2,340,117,455,133
KFD57228,gb|KFD57228.1| hypothetical protein M513_01739 [Trichuris suis],347,3,349,6,352,147
XP_011252462,ref|XP_011252462.2| protein GVQW3-like [Camponotus floridanus],345,6,350,5,346,128
UYV67619,gb|UYV67619.1| hypothetical protein LAZ67_5001386 [Cordylochernes scorpioides],329,5,332,50,377,133
UYV67619,gb|UYV67619.1| hypothetical protein LAZ67_5001386 [Cordylochernes scorpioides],208,5,212,390,596,86
GFT77149,dbj|GFT77149.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,7,356,140
UYV63345,gb|UYV63345.1| hypothetical protein LAZ67_2003798 [Cordylochernes scorpioides],348,5,351,206,552,128
UYV63345,gb|UYV63345.1| hypothetical protein LAZ67_2003798 [Cordylochernes scorpioides],179,49,227,1,178,74
XP_057666782,ref|XP_057666782.1| histone-lysine N-methyltransferase SETMAR-like [Diorhabda carinulata],344,8,351,12,355,139
UYV76679,"gb|UYV76679.1| hypothetical protein LAZ67_14001721, partial [Cordylochernes scorpioides]",307,5,310,146,451,128
XP_012147626,ref|XP_012147626.1| PREDICTED: putative uncharacterized protein FLJ37770 isoform X1 [Megachile rotundata],346,5,350,4,347,135
XP_011252655,ref|XP_011252655.2| protein GVQW3-like [Camponotus floridanus],351,1,351,1,348,133
UYV61163,gb|UYV61163.1| hypothetical protein LAZ67_1003663 [Cordylochernes scorpioides],320,9,327,241,559,130
UYV61163,gb|UYV61163.1| hypothetical protein LAZ67_1003663 [Cordylochernes scorpioides],139,220,350,43,178,31
XP_039314302,ref|XP_039314302.1| protein GVQW3-like [Solenopsis invicta],350,1,350,1,347,137
QQP31592,gb|QQP31592.1| Putative mariner transposase [Caligus rogercresseyi],345,3,347,1,341,146
KFM57566,"gb|KFM57566.1| Histone-lysine N-methyltransferase SETMAR, partial [Stegodyphus mimosarum]",329,2,329,7,334,136
UYV85044,gb|UYV85044.1| hypothetical protein LAZ67_X004391 [Cordylochernes scorpioides],332,6,336,1,331,131
UYV85044,gb|UYV85044.1| hypothetical protein LAZ67_X004391 [Cordylochernes scorpioides],91,260,350,336,426,31
UYV62235,gb|UYV62235.1| hypothetical protein LAZ67_1008329 [Cordylochernes scorpioides],325,5,328,1626,1946,136
XP_026321070,ref|XP_026321070.1| histone-lysine N-methyltransferase SETMAR-like [Hyposmocoma kahamanoa],344,8,351,12,355,147
CAK1585768,emb|CAK1585768.1| unnamed protein product [Parnassius mnemosyne],349,3,351,1,349,140
XP_035226135,ref|XP_035226135.1| histone-lysine N-methyltransferase SETMAR-like [Stegodyphus dumicola],351,2,351,7,354,143
UYV80072,gb|UYV80072.1| hypothetical protein LAZ67_18001593 [Cordylochernes scorpioides],301,5,304,45,344,132
APL98293,gb|APL98293.1| putative DD34D transposase [Bactrocera tryoni],346,5,350,3,348,139
XP_057658478,ref|XP_057658478.1| histone-lysine N-methyltransferase SETMAR-like [Diorhabda carinulata],344,8,351,12,355,142
XP_050934319,ref|XP_050934319.1| zinc finger protein 280D [Lates calcarifer],351,1,350,341,689,130
GFY12670,dbj|GFY12670.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,38,386,139
UYV83122,gb|UYV83122.1| hypothetical protein LAZ67_22002308 [Cordylochernes scorpioides],319,5,322,540,857,127
CAD45368,emb|CAD45368.1| transposase [Bythograea thermydron],347,5,351,3,349,145
KAF6208337,gb|KAF6208337.1| hypothetical protein GE061_016791 [Apolygus lucorum],355,1,351,1,355,142
UYV70543,gb|UYV70543.1| RGS7 [Cordylochernes scorpioides],331,21,350,181,510,128
XP_029941107,ref|XP_029941107.1| zinc finger protein 883 isoform X3 [Salarias fasciatus] >ref|XP_029941108.1| zinc finger protein 883 isoform X3 [Salarias fasciatus],347,5,350,188,533,132
XP_029941109,ref|XP_029941109.1| zinc finger protein 883 isoform X4 [Salarias fasciatus],347,5,350,187,532,132
KAL0832339,gb|KAL0832339.1| hypothetical protein ABMA28_001772 [Loxostege sticticalis],349,3,351,1,349,154
XP_018307963,ref|XP_018307963.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex zeteki],349,3,351,1,349,139
XP_039301695,ref|XP_039301695.1| protein GVQW3-like [Solenopsis invicta] >ref|XP_039302115.1| protein GVQW3-like [Solenopsis invicta] >ref|XP_039302325.1| protein GVQW3-like [Solenopsis invicta] >ref|XP_039303459.1| protein GVQW3-like [Solenopsis invicta] >ref|XP_039303493.1| protein GVQW3-like [Solenopsis invicta] >ref|XP_039305163.1| protein GVQW3-like [Solenopsis invicta],350,1,350,1,347,137
GBP84565,dbj|GBP84565.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],346,1,346,1,344,143
UYV76286,gb|UYV76286.1| hypothetical protein LAZ67_13003262 [Cordylochernes scorpioides],325,27,350,450,773,132
XP_061707835,ref|XP_061707835.1| histone-lysine N-methyltransferase SETMAR-like [Cydia pomonella],347,5,351,3,349,142
XP_039313006,ref|XP_039313006.1| protein GVQW3-like [Solenopsis invicta],350,1,350,1,347,137
PNF16276,gb|PNF16276.1| hypothetical protein B7P43_G10842 [Cryptotermes secundus],352,3,351,8,356,138
GFW19512,dbj|GFW19512.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],346,3,347,8,352,139
CAI6360054,emb|CAI6360054.1| unnamed protein product [Macrosiphum euphorbiae],351,1,350,1,350,128
XP_026316211,ref|XP_026316211.1| histone-lysine N-methyltransferase SETMAR-like [Hyposmocoma kahamanoa],344,8,351,12,355,145
XP_026333693,ref|XP_026333693.1| histone-lysine N-methyltransferase SETMAR-like [Hyposmocoma kahamanoa],344,8,351,12,353,139
KAL0849947,gb|KAL0849947.1| hypothetical protein ABMA28_011870 [Loxostege sticticalis],364,3,351,1,364,157
XP_019624830,ref|XP_019624830.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Branchiostoma belcheri],349,3,351,1,335,139
CAH1244313,emb|CAH1244313.1| SETMAR [Branchiostoma lanceolatum],332,20,351,1,332,135
KFD59075,gb|KFD59075.1| hypothetical protein M513_00238 [Trichuris suis],345,5,349,8,352,145
GFS13871,dbj|GFS13871.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],363,6,351,13,375,131
